inventory_id,store_id,product_id,product_name,category,date,current_stock,unit,reorder_point,max_capacity,days_on_hand,stock_status,unit_cost_sar
INV000482,S003,P002,Chicken Breast,RAW_MATERIAL,2024-11-06,336,kg,109,525,5.1,NORMAL,12
INV000483,S003,P003,Burger Buns,RAW_MATERIAL,2024-11-06,254,units,119,574,3.5,NORMAL,0.5
INV000484,S003,P004,French Fries,RAW_MATERIAL,2024-11-06,333,kg,106,511,5.2,NORMAL,8
INV000485,S003,P005,Lettuce,RAW_MATERIAL,2024-11-06,287,kg,125,600,3.8,NORMAL,5
INV000486,S003,P006,Tomatoes,RAW_MATERIAL,2024-11-06,292,kg,104,500,4.7,NORMAL,4
INV000487,S003,P007,Cheese Slices,RAW_MATERIAL,2024-11-06,324,units,108,519,5.0,NORMAL,0.3
INV000488,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-06,240,liters,75,361,5.3,NORMAL,25
INV000489,S003,P009,Cooking Oil,RAW_MATERIAL,2024-11-06,229,liters,111,536,3.4,NORMAL,18
INV000490,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-06,261,liters,98,474,4.4,NORMAL,20
INV000491,S003,P011,Packaging Boxes,PACKAGING,2024-11-06,283,units,123,592,3.8,NORMAL,0.8
INV000492,S003,P012,Paper Cups,PACKAGING,2024-11-06,170,units,87,421,3.2,NORMAL,0.15
INV000493,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-11-06,228,units,100,482,3.8,NORMAL,0.1
INV000494,S003,P014,Napkins,PACKAGING,2024-11-06,370,packs,122,586,5.0,NORMAL,2.5
INV000495,S003,P015,Ketchup Sachets,CONDIMENTS,2024-11-06,173,units,56,270,5.1,NORMAL,0.05
INV000496,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-06,423,kg,113,681,6.2,NORMAL,15
INV000497,S004,P002,Chicken Breast,RAW_MATERIAL,2024-11-06,314,kg,86,519,6.1,NORMAL,12
INV000498,S004,P003,Burger Buns,RAW_MATERIAL,2024-11-06,267,units,79,475,5.6,NORMAL,0.5
INV000499,S004,P004,French Fries,RAW_MATERIAL,2024-11-06,261,kg,95,570,4.6,NORMAL,8
INV000500,S004,P005,Lettuce,RAW_MATERIAL,2024-11-06,251,kg,74,445,5.6,NORMAL,5
INV000501,S004,P006,Tomatoes,RAW_MATERIAL,2024-11-06,229,kg,67,405,5.7,NORMAL,4
INV000502,S004,P007,Cheese Slices,RAW_MATERIAL,2024-11-06,159,units,55,330,4.8,NORMAL,0.3
INV000503,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-06,260,liters,106,637,4.1,NORMAL,25
INV000504,S004,P009,Cooking Oil,RAW_MATERIAL,2024-11-06,344,liters,96,579,5.9,NORMAL,18
INV000505,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-06,237,liters,61,369,6.4,NORMAL,20
INV000506,S004,P011,Packaging Boxes,PACKAGING,2024-11-06,329,units,91,550,6.0,NORMAL,0.8
INV000507,S004,P012,Paper Cups,PACKAGING,2024-11-06,196,units,72,433,4.5,NORMAL,0.15
INV000508,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-11-06,452,units,119,714,6.3,NORMAL,0.1
INV000509,S004,P014,Napkins,PACKAGING,2024-11-06,314,packs,96,580,5.4,NORMAL,2.5
INV000510,S004,P015,Ketchup Sachets,CONDIMENTS,2024-11-06,316,units,84,508,6.2,NORMAL,0.05
INV000511,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-06,383,kg,82,595,7.7,NORMAL,15
INV000512,S005,P002,Chicken Breast,RAW_MATERIAL,2024-11-06,528,kg,111,802,7.9,NORMAL,12
INV000513,S005,P003,Burger Buns,RAW_MATERIAL,2024-11-06,378,units,87,631,7.2,NORMAL,0.5
INV000514,S005,P004,French Fries,RAW_MATERIAL,2024-11-06,412,kg,93,671,7.4,NORMAL,8
INV000515,S005,P005,Lettuce,RAW_MATERIAL,2024-11-06,518,kg,109,790,7.9,NORMAL,5
INV000516,S005,P006,Tomatoes,RAW_MATERIAL,2024-11-06,294,kg,68,489,7.2,NORMAL,4
INV000517,S005,P007,Cheese Slices,RAW_MATERIAL,2024-11-06,356,units,78,567,7.5,NORMAL,0.3
INV000518,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-06,477,liters,100,725,7.9,NORMAL,25
INV000519,S005,P009,Cooking Oil,RAW_MATERIAL,2024-11-06,434,liters,121,873,6.0,NORMAL,18
INV000520,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-06,292,liters,100,723,4.8,NORMAL,20
INV000521,S005,P011,Packaging Boxes,PACKAGING,2024-11-06,369,units,118,853,5.2,NORMAL,0.8
INV000522,S005,P012,Paper Cups,PACKAGING,2024-11-06,404,units,97,698,6.9,NORMAL,0.15
INV000523,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-11-06,334,units,83,601,6.7,NORMAL,0.1
INV000524,S005,P014,Napkins,PACKAGING,2024-11-06,301,packs,97,702,5.1,NORMAL,2.5
INV000525,S005,P015,Ketchup Sachets,CONDIMENTS,2024-11-06,301,units,79,574,6.3,NORMAL,0.05
INV000526,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-12,320,kg,121,657,4.4,NORMAL,15
INV000527,S001,P002,Chicken Breast,RAW_MATERIAL,2024-11-12,241,kg,78,422,5.1,NORMAL,12
INV000528,S001,P003,Burger Buns,RAW_MATERIAL,2024-11-12,379,units,109,589,5.8,NORMAL,0.5
INV000529,S001,P004,French Fries,RAW_MATERIAL,2024-11-12,273,kg,88,477,5.1,NORMAL,8
INV000530,S001,P005,Lettuce,RAW_MATERIAL,2024-11-12,152,kg,64,349,3.9,NORMAL,5
INV000531,S001,P006,Tomatoes,RAW_MATERIAL,2024-11-12,142,kg,54,295,4.3,NORMAL,4
INV000532,S001,P007,Cheese Slices,RAW_MATERIAL,2024-11-12,262,units,113,610,3.9,NORMAL,0.3
INV000533,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-12,275,liters,80,432,5.7,NORMAL,25
INV000534,S001,P009,Cooking Oil,RAW_MATERIAL,2024-11-12,182,liters,67,363,4.5,NORMAL,18
INV000535,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-12,303,liters,97,525,5.2,NORMAL,20
INV000536,S001,P011,Packaging Boxes,PACKAGING,2024-11-12,328,units,119,642,4.6,NORMAL,0.8
INV000537,S001,P012,Paper Cups,PACKAGING,2024-11-12,239,units,69,376,5.7,NORMAL,0.15
INV000538,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-11-12,210,units,62,337,5.6,NORMAL,0.1
INV000539,S001,P014,Napkins,PACKAGING,2024-11-12,358,packs,102,550,5.8,NORMAL,2.5
INV000540,S001,P015,Ketchup Sachets,CONDIMENTS,2024-11-12,189,units,85,463,3.7,NORMAL,0.05
INV000541,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-12,293,kg,97,641,5.0,NORMAL,15
INV000542,S002,P002,Chicken Breast,RAW_MATERIAL,2024-11-12,460,kg,106,704,7.2,NORMAL,12
INV000543,S002,P003,Burger Buns,RAW_MATERIAL,2024-11-12,270,units,96,635,4.7,NORMAL,0.5
INV000544,S002,P004,French Fries,RAW_MATERIAL,2024-11-12,349,kg,97,640,6.0,NORMAL,8
INV000545,S002,P005,Lettuce,RAW_MATERIAL,2024-11-12,262,kg,95,631,4.6,NORMAL,5
INV000546,S002,P006,Tomatoes,RAW_MATERIAL,2024-11-12,253,kg,85,562,4.9,NORMAL,4
INV000547,S002,P007,Cheese Slices,RAW_MATERIAL,2024-11-12,282,units,65,432,7.2,NORMAL,0.3
INV000548,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-12,302,liters,108,712,4.7,NORMAL,25
INV000549,S002,P009,Cooking Oil,RAW_MATERIAL,2024-11-12,290,liters,77,508,6.3,NORMAL,18
INV000550,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-12,143,liters,52,346,4.5,NORMAL,20
INV000551,S002,P011,Packaging Boxes,PACKAGING,2024-11-12,283,units,92,610,5.1,NORMAL,0.8
INV000552,S002,P012,Paper Cups,PACKAGING,2024-11-12,265,units,66,435,6.7,NORMAL,0.15
INV000553,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-11-12,210,units,76,503,4.6,NORMAL,0.1
INV000554,S002,P014,Napkins,PACKAGING,2024-11-12,362,packs,120,796,5.0,NORMAL,2.5
INV000555,S002,P015,Ketchup Sachets,CONDIMENTS,2024-11-12,315,units,77,511,6.8,NORMAL,0.05
INV000556,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-12,186,kg,79,382,3.9,NORMAL,15
INV000557,S003,P002,Chicken Breast,RAW_MATERIAL,2024-11-12,201,kg,68,330,4.9,NORMAL,12
INV000558,S003,P003,Burger Buns,RAW_MATERIAL,2024-11-12,114,units,50,241,3.8,NORMAL,0.5
INV000559,S003,P004,French Fries,RAW_MATERIAL,2024-11-12,218,kg,68,328,5.3,NORMAL,8
INV000560,S003,P005,Lettuce,RAW_MATERIAL,2024-11-12,266,kg,119,571,3.7,NORMAL,5
INV000561,S003,P006,Tomatoes,RAW_MATERIAL,2024-11-12,148,kg,72,346,3.4,NORMAL,4
INV000562,S003,P007,Cheese Slices,RAW_MATERIAL,2024-11-12,111,units,53,255,3.5,NORMAL,0.3
INV000563,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-12,280,liters,95,459,4.9,NORMAL,25
INV000564,S003,P009,Cooking Oil,RAW_MATERIAL,2024-11-12,214,liters,80,385,4.4,NORMAL,18
INV000565,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-12,111,liters,52,249,3.6,NORMAL,20
INV000566,S003,P011,Packaging Boxes,PACKAGING,2024-11-12,117,units,56,271,3.5,NORMAL,0.8
INV000567,S003,P012,Paper Cups,PACKAGING,2024-11-12,269,units,103,498,4.3,NORMAL,0.15
INV000568,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-11-12,146,units,58,278,4.2,NORMAL,0.1
INV000569,S003,P014,Napkins,PACKAGING,2024-11-12,248,packs,96,462,4.3,NORMAL,2.5
INV000570,S003,P015,Ketchup Sachets,CONDIMENTS,2024-11-12,159,units,63,306,4.2,NORMAL,0.05
INV000571,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-12,306,kg,78,469,6.5,NORMAL,15
INV000572,S004,P002,Chicken Breast,RAW_MATERIAL,2024-11-12,197,kg,55,333,5.9,NORMAL,12
INV000573,S004,P003,Burger Buns,RAW_MATERIAL,2024-11-12,335,units,116,699,4.8,NORMAL,0.5
INV000574,S004,P004,French Fries,RAW_MATERIAL,2024-11-12,134,kg,53,322,4.2,NORMAL,8
INV000575,S004,P005,Lettuce,RAW_MATERIAL,2024-11-12,417,kg,111,667,6.2,NORMAL,5
INV000576,S004,P006,Tomatoes,RAW_MATERIAL,2024-11-12,365,kg,104,627,5.8,NORMAL,4
INV000577,S004,P007,Cheese Slices,RAW_MATERIAL,2024-11-12,399,units,112,676,5.9,NORMAL,0.3
INV000578,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-12,268,liters,106,640,4.2,NORMAL,25
INV000579,S004,P009,Cooking Oil,RAW_MATERIAL,2024-11-12,175,liters,60,361,4.8,NORMAL,18
INV000580,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-12,172,liters,68,412,4.2,NORMAL,20
INV000581,S004,P011,Packaging Boxes,PACKAGING,2024-11-12,288,units,85,510,5.6,NORMAL,0.8
INV000582,S004,P012,Paper Cups,PACKAGING,2024-11-12,408,units,124,748,5.5,NORMAL,0.15
INV000583,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-11-12,275,units,91,549,5.0,NORMAL,0.1
INV000584,S004,P014,Napkins,PACKAGING,2024-11-12,338,packs,117,706,4.8,NORMAL,2.5
INV000585,S004,P015,Ketchup Sachets,CONDIMENTS,2024-11-12,385,units,114,687,5.6,NORMAL,0.05
INV000586,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-12,275,kg,62,450,7.3,NORMAL,15
INV000587,S005,P002,Chicken Breast,RAW_MATERIAL,2024-11-12,291,kg,64,464,7.5,NORMAL,12
INV000588,S005,P003,Burger Buns,RAW_MATERIAL,2024-11-12,513,units,120,867,7.1,NORMAL,0.5
INV000589,S005,P004,French Fries,RAW_MATERIAL,2024-11-12,287,kg,77,558,6.2,NORMAL,8
INV000590,S005,P005,Lettuce,RAW_MATERIAL,2024-11-12,290,kg,79,568,6.1,NORMAL,5
INV000591,S005,P006,Tomatoes,RAW_MATERIAL,2024-11-12,393,kg,108,777,6.1,NORMAL,4
INV000592,S005,P007,Cheese Slices,RAW_MATERIAL,2024-11-12,215,units,62,446,5.8,NORMAL,0.3
INV000593,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-12,374,liters,90,648,6.9,NORMAL,25
INV000594,S005,P009,Cooking Oil,RAW_MATERIAL,2024-11-12,460,liters,97,703,7.8,NORMAL,18
INV000595,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-12,332,liters,110,795,5.0,NORMAL,20
INV000596,S005,P011,Packaging Boxes,PACKAGING,2024-11-12,185,units,60,437,5.1,NORMAL,0.8
INV000597,S005,P012,Paper Cups,PACKAGING,2024-11-12,268,units,62,448,7.2,NORMAL,0.15
INV000598,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-11-12,432,units,97,702,7.4,NORMAL,0.1
INV000599,S005,P014,Napkins,PACKAGING,2024-11-12,362,packs,121,871,5.0,NORMAL,2.5
INV000600,S005,P015,Ketchup Sachets,CONDIMENTS,2024-11-12,481,units,121,876,6.6,NORMAL,0.05
INV000601,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-18,180,kg,65,353,4.6,NORMAL,15
INV000602,S001,P002,Chicken Breast,RAW_MATERIAL,2024-11-18,354,kg,104,561,5.7,NORMAL,12
INV000603,S001,P003,Burger Buns,RAW_MATERIAL,2024-11-18,200,units,56,305,5.9,NORMAL,0.5
INV000604,S001,P004,French Fries,RAW_MATERIAL,2024-11-18,239,kg,89,484,4.4,NORMAL,8
INV000605,S001,P005,Lettuce,RAW_MATERIAL,2024-11-18,357,kg,123,668,4.8,NORMAL,5
INV000606,S001,P006,Tomatoes,RAW_MATERIAL,2024-11-18,216,kg,69,376,5.2,NORMAL,4
INV000607,S001,P007,Cheese Slices,RAW_MATERIAL,2024-11-18,265,units,78,423,5.6,NORMAL,0.3
INV000608,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-18,320,liters,94,511,5.6,NORMAL,25
INV000609,S001,P009,Cooking Oil,RAW_MATERIAL,2024-11-18,225,liters,97,523,3.9,NORMAL,18
INV000610,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-18,255,liters,85,461,5.0,NORMAL,20
INV000611,S001,P011,Packaging Boxes,PACKAGING,2024-11-18,353,units,104,565,5.6,NORMAL,0.8
INV000612,S001,P012,Paper Cups,PACKAGING,2024-11-18,266,units,121,654,3.7,NORMAL,0.15
INV000613,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-11-18,184,units,84,453,3.7,NORMAL,0.1
INV000614,S001,P014,Napkins,PACKAGING,2024-11-18,268,packs,84,457,5.3,NORMAL,2.5
INV000615,S001,P015,Ketchup Sachets,CONDIMENTS,2024-11-18,312,units,89,483,5.8,NORMAL,0.05
INV000616,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-18,251,kg,94,625,4.4,NORMAL,15
INV000617,S002,P002,Chicken Breast,RAW_MATERIAL,2024-11-18,248,kg,68,450,6.1,NORMAL,12
INV000618,S002,P003,Burger Buns,RAW_MATERIAL,2024-11-18,279,units,101,668,4.6,NORMAL,0.5
INV000619,S002,P004,French Fries,RAW_MATERIAL,2024-11-18,150,kg,53,354,4.7,NORMAL,8
INV000620,S002,P005,Lettuce,RAW_MATERIAL,2024-11-18,355,kg,117,777,5.0,NORMAL,5
INV000621,S002,P006,Tomatoes,RAW_MATERIAL,2024-11-18,355,kg,103,683,5.7,NORMAL,4
INV000622,S002,P007,Cheese Slices,RAW_MATERIAL,2024-11-18,230,units,70,462,5.5,NORMAL,0.3
INV000623,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-18,366,liters,91,603,6.7,NORMAL,25
INV000624,S002,P009,Cooking Oil,RAW_MATERIAL,2024-11-18,451,liters,122,808,6.1,NORMAL,18
INV000625,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-18,164,liters,56,372,4.8,NORMAL,20
INV000626,S002,P011,Packaging Boxes,PACKAGING,2024-11-18,215,units,56,371,6.4,NORMAL,0.8
INV000627,S002,P012,Paper Cups,PACKAGING,2024-11-18,289,units,84,559,5.7,NORMAL,0.15
INV000628,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-11-18,364,units,104,688,5.8,NORMAL,0.1
INV000629,S002,P014,Napkins,PACKAGING,2024-11-18,358,packs,106,702,5.6,NORMAL,2.5
INV000630,S002,P015,Ketchup Sachets,CONDIMENTS,2024-11-18,307,units,77,511,6.6,NORMAL,0.05
INV000631,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-18,152,kg,64,309,3.9,NORMAL,15
INV000632,S003,P002,Chicken Breast,RAW_MATERIAL,2024-11-18,146,kg,64,307,3.8,NORMAL,12
INV000633,S003,P003,Burger Buns,RAW_MATERIAL,2024-11-18,291,units,112,538,4.3,NORMAL,0.5
INV000634,S003,P004,French Fries,RAW_MATERIAL,2024-11-18,176,kg,89,428,3.3,NORMAL,8
INV000635,S003,P005,Lettuce,RAW_MATERIAL,2024-11-18,319,kg,100,482,5.3,NORMAL,5
INV000636,S003,P006,Tomatoes,RAW_MATERIAL,2024-11-18,110,kg,57,273,3.2,NORMAL,4
INV000637,S003,P007,Cheese Slices,RAW_MATERIAL,2024-11-18,277,units,88,424,5.2,NORMAL,0.3
INV000638,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-18,195,liters,67,324,4.8,NORMAL,25
INV000639,S003,P009,Cooking Oil,RAW_MATERIAL,2024-11-18,203,liters,87,417,3.9,NORMAL,18
INV000640,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-18,129,liters,50,243,4.2,NORMAL,20
INV000641,S003,P011,Packaging Boxes,PACKAGING,2024-11-18,225,units,105,504,3.6,NORMAL,0.8
INV000642,S003,P012,Paper Cups,PACKAGING,2024-11-18,256,units,98,472,4.3,NORMAL,0.15
INV000643,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-11-18,202,units,79,380,4.2,NORMAL,0.1
INV000644,S003,P014,Napkins,PACKAGING,2024-11-18,191,packs,95,457,3.3,NORMAL,2.5
INV000645,S003,P015,Ketchup Sachets,CONDIMENTS,2024-11-18,136,units,55,265,4.1,NORMAL,0.05
INV000646,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-18,421,kg,108,652,6.5,NORMAL,15
INV000647,S004,P002,Chicken Breast,RAW_MATERIAL,2024-11-18,298,kg,90,540,5.5,NORMAL,12
INV000648,S004,P003,Burger Buns,RAW_MATERIAL,2024-11-18,375,units,123,739,5.1,NORMAL,0.5
INV000649,S004,P004,French Fries,RAW_MATERIAL,2024-11-18,295,kg,103,619,4.8,NORMAL,8
INV000650,S004,P005,Lettuce,RAW_MATERIAL,2024-11-18,247,kg,101,610,4.0,NORMAL,5
INV000651,S004,P006,Tomatoes,RAW_MATERIAL,2024-11-18,244,kg,91,549,4.4,NORMAL,4
INV000652,S004,P007,Cheese Slices,RAW_MATERIAL,2024-11-18,405,units,108,652,6.2,NORMAL,0.3
INV000653,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-18,244,liters,96,577,4.2,NORMAL,25
INV000654,S004,P009,Cooking Oil,RAW_MATERIAL,2024-11-18,177,liters,63,381,4.6,NORMAL,18
INV000655,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-18,327,liters,101,607,5.4,NORMAL,20
INV000656,S004,P011,Packaging Boxes,PACKAGING,2024-11-18,381,units,100,603,6.3,NORMAL,0.8
INV000657,S004,P012,Paper Cups,PACKAGING,2024-11-18,256,units,93,559,4.6,NORMAL,0.15
INV000658,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-11-18,180,units,71,429,4.2,NORMAL,0.1
INV000659,S004,P014,Napkins,PACKAGING,2024-11-18,209,packs,64,387,5.4,NORMAL,2.5
INV000660,S004,P015,Ketchup Sachets,CONDIMENTS,2024-11-18,287,units,74,448,6.4,NORMAL,0.05
INV000661,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-18,335,kg,94,680,5.9,NORMAL,15
INV000662,S005,P002,Chicken Breast,RAW_MATERIAL,2024-11-18,229,kg,68,495,5.6,NORMAL,12
INV000663,S005,P003,Burger Buns,RAW_MATERIAL,2024-11-18,230,units,68,493,5.6,NORMAL,0.5
INV000664,S005,P004,French Fries,RAW_MATERIAL,2024-11-18,290,kg,72,518,6.7,NORMAL,8
INV000665,S005,P005,Lettuce,RAW_MATERIAL,2024-11-18,191,kg,59,428,5.4,NORMAL,5
INV000666,S005,P006,Tomatoes,RAW_MATERIAL,2024-11-18,426,kg,113,813,6.3,NORMAL,4
INV000667,S005,P007,Cheese Slices,RAW_MATERIAL,2024-11-18,529,units,122,878,7.2,NORMAL,0.3
INV000668,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-18,449,liters,107,772,7.0,NORMAL,25
INV000669,S005,P009,Cooking Oil,RAW_MATERIAL,2024-11-18,503,liters,122,880,6.9,NORMAL,18
INV000670,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-18,414,liters,91,657,7.6,NORMAL,20
INV000671,S005,P011,Packaging Boxes,PACKAGING,2024-11-18,286,units,90,649,5.3,NORMAL,0.8
INV000672,S005,P012,Paper Cups,PACKAGING,2024-11-18,221,units,58,421,6.3,NORMAL,0.15
INV000673,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-11-18,391,units,88,639,7.3,NORMAL,0.1
INV000674,S005,P014,Napkins,PACKAGING,2024-11-18,202,packs,57,410,5.9,NORMAL,2.5
INV000675,S005,P015,Ketchup Sachets,CONDIMENTS,2024-11-18,205,units,59,426,5.8,NORMAL,0.05
INV000676,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-24,238,kg,107,581,3.7,NORMAL,15
INV000677,S001,P002,Chicken Breast,RAW_MATERIAL,2024-11-24,325,kg,97,523,5.6,NORMAL,12
INV000678,S001,P003,Burger Buns,RAW_MATERIAL,2024-11-24,184,units,59,322,5.1,NORMAL,0.5
INV000679,S001,P004,French Fries,RAW_MATERIAL,2024-11-24,187,kg,61,332,5.1,NORMAL,8
INV000680,S001,P005,Lettuce,RAW_MATERIAL,2024-11-24,311,kg,114,619,4.5,NORMAL,5
INV000681,S001,P006,Tomatoes,RAW_MATERIAL,2024-11-24,367,kg,124,670,4.9,NORMAL,4
INV000682,S001,P007,Cheese Slices,RAW_MATERIAL,2024-11-24,155,units,55,298,4.7,NORMAL,0.3
INV000683,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-24,381,liters,123,664,5.2,NORMAL,25
INV000684,S001,P009,Cooking Oil,RAW_MATERIAL,2024-11-24,275,liters,91,491,5.0,NORMAL,18
INV000685,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-24,271,liters,114,615,4.0,NORMAL,20
INV000686,S001,P011,Packaging Boxes,PACKAGING,2024-11-24,162,units,57,311,4.7,NORMAL,0.8
INV000687,S001,P012,Paper Cups,PACKAGING,2024-11-24,335,units,93,506,6.0,NORMAL,0.15
INV000688,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-11-24,175,units,60,328,4.8,NORMAL,0.1
INV000689,S001,P014,Napkins,PACKAGING,2024-11-24,159,packs,72,388,3.7,NORMAL,2.5
INV000690,S001,P015,Ketchup Sachets,CONDIMENTS,2024-11-24,380,units,106,572,6.0,NORMAL,0.05
INV000691,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-24,416,kg,117,772,5.9,NORMAL,15
INV000692,S002,P002,Chicken Breast,RAW_MATERIAL,2024-11-24,230,kg,70,463,5.5,NORMAL,12
INV000693,S002,P003,Burger Buns,RAW_MATERIAL,2024-11-24,285,units,86,567,5.5,NORMAL,0.5
INV000694,S002,P004,French Fries,RAW_MATERIAL,2024-11-24,357,kg,93,615,6.4,NORMAL,8
INV000695,S002,P005,Lettuce,RAW_MATERIAL,2024-11-24,227,kg,56,372,6.7,NORMAL,5
INV000696,S002,P006,Tomatoes,RAW_MATERIAL,2024-11-24,255,kg,92,612,4.6,NORMAL,4
INV000697,S002,P007,Cheese Slices,RAW_MATERIAL,2024-11-24,224,units,62,409,6.0,NORMAL,0.3
INV000698,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-24,311,liters,99,655,5.2,NORMAL,25
INV000699,S002,P009,Cooking Oil,RAW_MATERIAL,2024-11-24,222,liters,69,455,5.4,NORMAL,18
INV000700,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-24,474,liters,124,821,6.3,NORMAL,20
INV000701,S002,P011,Packaging Boxes,PACKAGING,2024-11-24,301,units,94,625,5.3,NORMAL,0.8
INV000702,S002,P012,Paper Cups,PACKAGING,2024-11-24,286,units,100,660,4.8,NORMAL,0.15
INV000703,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-11-24,193,units,60,400,5.3,NORMAL,0.1
INV000704,S002,P014,Napkins,PACKAGING,2024-11-24,369,packs,98,646,6.3,NORMAL,2.5
INV000705,S002,P015,Ketchup Sachets,CONDIMENTS,2024-11-24,374,units,92,607,6.8,NORMAL,0.05
INV000706,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-24,239,kg,117,562,3.4,NORMAL,15
INV000707,S003,P002,Chicken Breast,RAW_MATERIAL,2024-11-24,267,kg,104,499,4.3,NORMAL,12
INV000708,S003,P003,Burger Buns,RAW_MATERIAL,2024-11-24,124,units,52,250,4.0,NORMAL,0.5
INV000709,S003,P004,French Fries,RAW_MATERIAL,2024-11-24,229,kg,73,350,5.2,NORMAL,8
INV000710,S003,P005,Lettuce,RAW_MATERIAL,2024-11-24,292,kg,93,448,5.2,NORMAL,5
INV000711,S003,P006,Tomatoes,RAW_MATERIAL,2024-11-24,242,kg,112,537,3.6,NORMAL,4
INV000712,S003,P007,Cheese Slices,RAW_MATERIAL,2024-11-24,142,units,67,324,3.5,NORMAL,0.3
INV000713,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-24,263,liters,87,421,5.0,NORMAL,25
INV000714,S003,P009,Cooking Oil,RAW_MATERIAL,2024-11-24,161,liters,62,301,4.3,NORMAL,18
INV000715,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-24,355,liters,119,571,5.0,NORMAL,20
INV000716,S003,P011,Packaging Boxes,PACKAGING,2024-11-24,230,units,117,562,3.3,NORMAL,0.8
INV000717,S003,P012,Paper Cups,PACKAGING,2024-11-24,282,units,93,446,5.1,NORMAL,0.15
INV000718,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-11-24,179,units,66,320,4.5,NORMAL,0.1
INV000719,S003,P014,Napkins,PACKAGING,2024-11-24,147,packs,69,333,3.5,NORMAL,2.5
INV000720,S003,P015,Ketchup Sachets,CONDIMENTS,2024-11-24,201,units,71,340,4.7,NORMAL,0.05
INV000721,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-24,169,kg,55,333,5.1,NORMAL,15
INV000722,S004,P002,Chicken Breast,RAW_MATERIAL,2024-11-24,317,kg,80,481,6.6,NORMAL,12
